NM_SENADOR;CD_SENADOR;NM_UF;AN_ELEICAO;NM_SENADOR1;SG_PARTIDO;CS_SEXO;% SENADOR_ID;AN_REFERENCIA1;VL_IAU1;VL_IRL1;VL_IVOT1;VL_IASS1;senador_id_file_ceaps;QT_ANOS_IDADE;VL_REEMBOLSADO;ORIGEM;AN_REFERENCIA;VL_IAU;VL_IRL;VL_IVOT;VL_IASS;Calculation;Produtividade
JOAO DURVAL;4537;BA;2006;JOAO DURVAL;PDT;MASCULINO;45372014;2014;0.035335689;0;0.1730627373;0.7983870968;45372014;89;351133.08;file_eleitos;2014;0.035335689;0;0.1730627373;0.7983870968;1.0067855231;0.2516963808
MARIO COUTO;4539;PA;2006;MARIO COUTO;PSDB;MASCULINO;45392011;2011;0.0902255639;0;0.1740795695;0.6428571429;45392011;72;308069.92;file_eleitos;2011;0.0902255639;0;0.1740795695;0.6428571429;0.9071622762;0.2267905691
MARIO COUTO;4539;PA;2006;MARIO COUTO;PSDB;MASCULINO;45392014;2014;0.1024734982;0.0144927536;0.1740795695;0;45392014;72;227118.38;file_eleitos;2014;0.1024734982;0.0144927536;0.1740795695;0;0.2910458213;0.0727614553
MARIO COUTO;4539;PA;2006;MARIO COUTO;PSDB;MASCULINO;45392012;2012;0.174904943;0;0.1740795695;0.5952380952;45392012;72;373781.26;file_eleitos;2012;0.174904943;0;0.1740795695;0.5952380952;0.9442226077;0.2360556519
MARIO COUTO;4539;PA;2006;MARIO COUTO;PSDB;MASCULINO;45392013;2013;0.2361111111;0;0.1740795695;0.8151260504;45392013;72;430145.89;file_eleitos;2013;0.2361111111;0;0.1740795695;0.8151260504;1.225316731;0.3063291827
JOAO VICENTE CLAUDINO;4541;PI;2006;JOAO VICENTE CLAUDINO;PTB;MASCULINO;45412011;2011;0.1015037594;0.2816901408;0.2878400202;0.8174603175;45412011;55;270034.12;file_eleitos;2011;0.1015037594;0.2816901408;0.2878400202;0.8174603175;1.4884942379;0.3721235595
JOAO VICENTE CLAUDINO;4541;PI;2006;JOAO VICENTE CLAUDINO;PTB;MASCULINO;45412014;2014;0.0777385159;0.0724637681;0.2878400202;0.8548387097;45412014;55;427429.92;file_eleitos;2014;0.0777385159;0.0724637681;0.2878400202;0.8548387097;1.2928810139;0.3232202535
JOAO VICENTE CLAUDINO;4541;PI;2006;JOAO VICENTE CLAUDINO;PTB;MASCULINO;45412012;2012;0.1520912548;0.1006711409;0.2878400202;0.8888888889;45412012;55;450945.51;file_eleitos;2012;0.1520912548;0.1006711409;0.2878400202;0.8888888889;1.4294913048;0.3573728262
JOAO VICENTE CLAUDINO;4541;PI;2006;JOAO VICENTE CLAUDINO;PTB;MASCULINO;45412013;2013;0.1423611111;0.094017094;0.2878400202;0.8655462185;45412013;55;443092;file_eleitos;2013;0.1423611111;0.094017094;0.2878400202;0.8655462185;1.3897644438;0.347441111
JARBAS VASCONCELOS;4545;PE;2006;JARBAS VASCONCELOS;PMDB;MASCULINO;45452014;2014;0.1236749117;0;0.2144203488;0.8467741935;45452014;76;309039.31;file_eleitos;2014;0.1236749117;0;0.2144203488;0.8467741935;1.184869454;0.2962173635
JARBAS VASCONCELOS;4545;PE;2006;JARBAS VASCONCELOS;PMDB;MASCULINO;45452011;2011;0.0676691729;0.0070422535;0.2144203488;0.9047619048;45452011;76;258118.17;file_eleitos;2011;0.0676691729;0.0070422535;0.2144203488;0.9047619048;1.19389368;0.29847342
JARBAS VASCONCELOS;4545;PE;2006;JARBAS VASCONCELOS;PMDB;MASCULINO;45452012;2012;0.1330798479;0.033557047;0.2144203488;0.7777777778;45452012;76;297441.61;file_eleitos;2012;0.1330798479;0.033557047;0.2144203488;0.7777777778;1.1588350215;0.2897087554
JARBAS VASCONCELOS;4545;PE;2006;JARBAS VASCONCELOS;PMDB;MASCULINO;45452013;2013;0.2118055556;0.0427350427;0.2144203488;0.8655462185;45452013;76;316669.97;file_eleitos;2013;0.2118055556;0.0427350427;0.2144203488;0.8655462185;1.3345071656;0.3336267914
ANTONIO CARLOS VALADARES;3;SE;2010;ANTONIO CARLOS VALADARES;PSB;MASCULINO;32012;2012;0.3954372624;0.1409395973;0.2082713464;0.9523809524;32012;75;233111.02;file_eleitos;2012;0.3954372624;0.1409395973;0.2082713464;0.9523809524;1.6970291584;0.4242572896
ANTONIO CARLOS VALADARES;3;SE;2010;ANTONIO CARLOS VALADARES;PSB;MASCULINO;32011;2011;0.2819548872;0.2957746479;0.2082713464;0.9523809524;32011;75;171749.47;file_eleitos;2011;0.2819548872;0.2957746479;0.2082713464;0.9523809524;1.7383818339;0.4345954585
ANTONIO CARLOS VALADARES;3;SE;2010;ANTONIO CARLOS VALADARES;PSB;MASCULINO;32013;2013;0.3402777778;0.1282051282;0.2082713464;0.8571428571;32013;75;312925.7;file_eleitos;2013;0.3402777778;0.1282051282;0.2082713464;0.8571428571;1.5338971095;0.3834742774
ANTONIO CARLOS VALADARES;3;SE;2010;ANTONIO CARLOS VALADARES;PSB;MASCULINO;32014;2014;0.2332155477;0.2898550725;0.2082713464;0.9193548387;32014;75;244180.47;file_eleitos;2014;0.2332155477;0.2898550725;0.2082713464;0.9193548387;1.6506968053;0.4126742013
ANTONIO CARLOS VALADARES;3;SE;2010;ANTONIO CARLOS VALADARES;PSB;MASCULINO;32016;2016;0.2941176471;0.2545454545;0.2082713464;0.7582417582;32016;75;265583.27;file_eleitos;2016;0.2941176471;0.2545454545;0.2082713464;0.7582417582;1.5151762062;0.3787940516
ANTONIO CARLOS VALADARES;3;SE;2010;ANTONIO CARLOS VALADARES;PSB;MASCULINO;32017;2017;0.1833333333;0.3103448276;0.2082713464;0.8153846154;32017;75;347111.89;file_eleitos;2017;0.1833333333;0.3103448276;0.2082713464;0.8153846154;1.5173341227;0.3793335307
ANTONIO CARLOS VALADARES;3;SE;2010;ANTONIO CARLOS VALADARES;PSB;MASCULINO;32015;2015;0.4620853081;0.137254902;0.2082713464;0.8582677165;32015;75;333416.49;file_eleitos;2015;0.4620853081;0.137254902;0.2082713464;0.8582677165;1.6658792729;0.4164698182
EDISON LOBAO;16;MA;2010;EDISON LOBAO;PMDB;MASCULINO;162013;2013;0;0.0170940171;0.2431470456;0;162013;;0;file_eleitos;2013;0;0.0170940171;0.2431470456;0;0.2602410627;0.0650602657
EDISON LOBAO;16;MA;2010;EDISON LOBAO;PMDB;MASCULINO;162017;2017;0.075;0.0862068966;0.2431470456;0.7538461538;162017;;0;file_eleitos;2017;0.075;0.0862068966;0.2431470456;0.7538461538;1.158200096;0.289550024
EDISON LOBAO;16;MA;2010;EDISON LOBAO;PMDB;MASCULINO;162014;2014;0;0.0724637681;0.2431470456;0;162014;;0;file_eleitos;2014;0;0.0724637681;0.2431470456;0;0.3156108137;0.0789027034
EDISON LOBAO;16;MA;2010;EDISON LOBAO;PMDB;MASCULINO;162015;2015;0.154028436;0.0522875817;0.2431470456;0.9212598425;162015;;0;file_eleitos;2015;0.154028436;0.0522875817;0.2431470456;0.9212598425;1.3707229059;0.3426807265
EDISON LOBAO;16;MA;2010;EDISON LOBAO;PMDB;MASCULINO;162011;2011;0;0.014084507;0.2431470456;0;162011;;0;file_eleitos;2011;0;0.014084507;0.2431470456;0;0.2572315527;0.0643078882
EDISON LOBAO;16;MA;2010;EDISON LOBAO;PMDB;MASCULINO;162016;2016;0.0992647059;0.1454545455;0.2431470456;0.9450549451;162016;;0;file_eleitos;2016;0.0992647059;0.1454545455;0.2431470456;0.9450549451;1.432921242;0.3582303105
EDISON LOBAO;16;MA;2010;EDISON LOBAO;PMDB;MASCULINO;162012;2012;0;0.0134228188;0.2431470456;0;162012;;0;file_eleitos;2012;0;0.0134228188;0.2431470456;0;0.2565698644;0.0641424661
JADER BARBALHO;35;PA;2010;JADER BARBALHO;PMDB;MASCULINO;352013;2013;0.0902777778;0.0085470085;0.2151119902;0.6134453782;352013;;0;file_eleitos;2013;0.0902777778;0.0085470085;0.2151119902;0.6134453782;0.9273821546;0.2318455387
JADER BARBALHO;35;PA;2010;JADER BARBALHO;PMDB;MASCULINO;352016;2016;0.0330882353;0;0.2151119902;0;352016;;0;file_eleitos;2016;0.0330882353;0;0.2151119902;0;0.2482002255;0.0620500564
JADER BARBALHO;35;PA;2010;JADER BARBALHO;PMDB;MASCULINO;352012;2012;0.0380228137;0;0.2151119902;0.5476190476;352012;;0;file_eleitos;2012;0.0380228137;0;0.2151119902;0.5476190476;0.8007538515;0.2001884629
JADER BARBALHO;35;PA;2010;JADER BARBALHO;PMDB;MASCULINO;352014;2014;0.0494699647;0.0579710145;0.2151119902;0;352014;;0;file_eleitos;2014;0.0494699647;0.0579710145;0.2151119902;0;0.3225529693;0.0806382423
JADER BARBALHO;35;PA;2010;JADER BARBALHO;PMDB;MASCULINO;352015;2015;0.1255924171;0.0653594771;0.2151119902;0.7641509434;352015;;0;file_eleitos;2015;0.1255924171;0.0653594771;0.2151119902;0.7641509434;1.1702148277;0.2925537069
JADER BARBALHO;35;PA;2010;JADER BARBALHO;PMDB;MASCULINO;352011;2011;0;0.014084507;0.2151119902;0;352011;;0;file_eleitos;2011;0;0.014084507;0.2151119902;0;0.2291964972;0.0572991243
JADER BARBALHO;35;PA;2010;JADER BARBALHO;PMDB;MASCULINO;352017;2017;0.0694444444;0.0517241379;0.2151119902;0.5076923077;352017;;0;file_eleitos;2017;0.0694444444;0.0517241379;0.2151119902;0.5076923077;0.8439728802;0.2109932201
JOSE AGRIPINO;40;RN;2010;JOSE AGRIPINO;DEM;MASCULINO;402015;2015;0.2819905213;0.1241830065;0.2734217792;0.9606299213;402015;73;288272.01;file_eleitos;2015;0.2819905213;0.1241830065;0.2734217792;0.9606299213;1.6402252283;0.4100563071
JOSE AGRIPINO;40;RN;2010;JOSE AGRIPINO;DEM;MASCULINO;402012;2012;0.2509505703;0.1812080537;0.2734217792;0.8253968254;402012;73;275920.43;file_eleitos;2012;0.2509505703;0.1812080537;0.2734217792;0.8253968254;1.5309772287;0.3827443072
JOSE AGRIPINO;40;RN;2010;JOSE AGRIPINO;DEM;MASCULINO;402014;2014;0.1554770318;0.2753623188;0.2734217792;0.8387096774;402014;73;284412.29;file_eleitos;2014;0.1554770318;0.2753623188;0.2734217792;0.8387096774;1.5429708073;0.3857427018
JOSE AGRIPINO;40;RN;2010;JOSE AGRIPINO;DEM;MASCULINO;402011;2011;0.0676691729;0.2676056338;0.2734217792;0.8015873016;402011;73;245001.64;file_eleitos;2011;0.0676691729;0.2676056338;0.2734217792;0.8015873016;1.4102838875;0.3525709719
JOSE AGRIPINO;40;RN;2010;JOSE AGRIPINO;DEM;MASCULINO;402016;2016;0.1727941176;0.3272727273;0.2734217792;0.956043956;402016;73;306939.26;file_eleitos;2016;0.1727941176;0.3272727273;0.2734217792;0.956043956;1.7295325802;0.432383145
JOSE AGRIPINO;40;RN;2010;JOSE AGRIPINO;DEM;MASCULINO;402017;2017;0.0861111111;0.3103448276;0.2734217792;0.8461538462;402017;73;300882.35;file_eleitos;2017;0.0861111111;0.3103448276;0.2734217792;0.8461538462;1.5160315641;0.379007891
JOSE AGRIPINO;40;RN;2010;JOSE AGRIPINO;DEM;MASCULINO;402013;2013;0.2569444444;0.3418803419;0.2734217792;0.8907563025;402013;73;262217.55;file_eleitos;2013;0.2569444444;0.3418803419;0.2734217792;0.8907563025;1.7630028681;0.440750717
RENAN CALHEIROS;70;AL;2010;RENAN CALHEIROS;PMDB;MASCULINO;702011;2011;0.0676691729;0.2112676056;0.2490678569;0.7698412698;702011;63;256160.83;file_eleitos;2011;0.0676691729;0.2112676056;0.2490678569;0.7698412698;1.2978459053;0.3244614763
RENAN CALHEIROS;70;AL;2010;RENAN CALHEIROS;PMDB;MASCULINO;702017;2017;0.0638888889;0;0.2490678569;0.7846153846;702017;63;160845.77;file_eleitos;2017;0.0638888889;0;0.2490678569;0.7846153846;1.0975721304;0.2743930326
RENAN CALHEIROS;70;AL;2010;RENAN CALHEIROS;PMDB;MASCULINO;702012;2012;0.1216730038;0.067114094;0.2490678569;0.8412698413;702012;63;321013.29;file_eleitos;2012;0.1216730038;0.067114094;0.2490678569;0.8412698413;1.279124796;0.319781199
RENAN CALHEIROS;70;AL;2010;RENAN CALHEIROS;PMDB;MASCULINO;702013;2013;0.0520833333;0;0.2490678569;0.8907563025;702013;63;162212.48;file_eleitos;2013;0.0520833333;0;0.2490678569;0.8907563025;1.1919074928;0.2979768732
RENAN CALHEIROS;70;AL;2010;RENAN CALHEIROS;PMDB;MASCULINO;702015;2015;0.0473933649;0.0196078431;0.2490678569;0.8346456693;702015;63;39628.87;file_eleitos;2015;0.0473933649;0.0196078431;0.2490678569;0.8346456693;1.1507147343;0.2876786836
RENAN CALHEIROS;70;AL;2010;RENAN CALHEIROS;PMDB;MASCULINO;702016;2016;0.0220588235;0;0.2490678569;0.8461538462;702016;63;67359.63;file_eleitos;2016;0.0220588235;0;0.2490678569;0.8461538462;1.1172805266;0.2793201317
RENAN CALHEIROS;70;AL;2010;RENAN CALHEIROS;PMDB;MASCULINO;702014;2014;0.0318021201;0;0.2490678569;0.8306451613;702014;63;145908.25;file_eleitos;2014;0.0318021201;0;0.2490678569;0.8306451613;1.1115151384;0.2778787846
ROBERTO REQUIAO;72;PR;2010;ROBERTO REQUIAO;PMDB;MASCULINO;722011;2011;0.1203007519;0.2112676056;0.2377513185;0.8253968254;722011;77;159430.39;file_eleitos;2011;0.1203007519;0.2112676056;0.2377513185;0.8253968254;1.3947165014;0.3486791254
ROBERTO REQUIAO;72;PR;2010;ROBERTO REQUIAO;PMDB;MASCULINO;722017;2017;0.1444444444;0.224137931;0.2377513185;0.7692307692;722017;77;354075.14;file_eleitos;2017;0.1444444444;0.224137931;0.2377513185;0.7692307692;1.3755644632;0.3438911158
ROBERTO REQUIAO;72;PR;2010;ROBERTO REQUIAO;PMDB;MASCULINO;722016;2016;0.1654411765;0.1090909091;0.2377513185;0.8461538462;722016;77;309428.14;file_eleitos;2016;0.1654411765;0.1090909091;0.2377513185;0.8461538462;1.3584372503;0.3396093126
ROBERTO REQUIAO;72;PR;2010;ROBERTO REQUIAO;PMDB;MASCULINO;722014;2014;0.183745583;0.231884058;0.2377513185;0.7822580645;722014;77;334187.38;file_eleitos;2014;0.183745583;0.231884058;0.2377513185;0.7822580645;1.4356390241;0.358909756
ROBERTO REQUIAO;72;PR;2010;ROBERTO REQUIAO;PMDB;MASCULINO;722012;2012;0.2319391635;0.1006711409;0.2377513185;0.8174603175;722012;77;339696.23;file_eleitos;2012;0.2319391635;0.1006711409;0.2377513185;0.8174603175;1.3878219404;0.3469554851
ROBERTO REQUIAO;72;PR;2010;ROBERTO REQUIAO;PMDB;MASCULINO;722013;2013;0.2013888889;0.2222222222;0.2377513185;0.7058823529;722013;77;350101.54;file_eleitos;2013;0.2013888889;0.2222222222;0.2377513185;0.7058823529;1.3672447826;0.3418111956
ROBERTO REQUIAO;72;PR;2010;ROBERTO REQUIAO;PMDB;MASCULINO;722015;2015;0.2014218009;0.0849673203;0.2377513185;0.8346456693;722015;77;373661.75;file_eleitos;2015;0.2014218009;0.0849673203;0.2377513185;0.8346456693;1.358786109;0.3396965273
ROMERO JUCA;73;RR;2010;ROMERO JUCA;PMDB;MASCULINO;732015;2015;0.2559241706;0.6013071895;0.2266988879;0.8818897638;732015;63;486574.44;file_eleitos;2015;0.2559241706;0.6013071895;0.2266988879;0.8818897638;1.9658200119;0.491455003
ROMERO JUCA;73;RR;2010;ROMERO JUCA;PMDB;MASCULINO;732013;2013;0.1979166667;0.4358974359;0.2266988879;0.9243697479;732013;63;342656.66;file_eleitos;2013;0.1979166667;0.4358974359;0.2266988879;0.9243697479;1.7848827384;0.4462206846
ROMERO JUCA;73;RR;2010;ROMERO JUCA;PMDB;MASCULINO;732016;2016;0.1213235294;0.5272727273;0.2266988879;0.8791208791;732016;63;446448.98;file_eleitos;2016;0.1213235294;0.5272727273;0.2266988879;0.8791208791;1.7544160238;0.4386040059
ROMERO JUCA;73;RR;2010;ROMERO JUCA;PMDB;MASCULINO;732014;2014;0.1413427562;0.8550724638;0.2266988879;0.9430894309;732014;63;374984.18;file_eleitos;2014;0.1413427562;0.8550724638;0.2266988879;0.9430894309;2.1662035388;0.5415508847
ROMERO JUCA;73;RR;2010;ROMERO JUCA;PMDB;MASCULINO;732012;2012;0.2053231939;0.355704698;0.2266988879;0.9841269841;732012;63;387397.03;file_eleitos;2012;0.2053231939;0.355704698;0.2266988879;0.9841269841;1.771853764;0.442963441
ROMERO JUCA;73;RR;2010;ROMERO JUCA;PMDB;MASCULINO;732017;2017;0.2222222222;0.4482758621;0.2266988879;0.9538461538;732017;63;483935.67;file_eleitos;2017;0.2222222222;0.4482758621;0.2266988879;0.9538461538;1.8510431261;0.4627607815
ROMERO JUCA;73;RR;2010;ROMERO JUCA;PMDB;MASCULINO;732011;2011;0.2105263158;0.3591549296;0.2266988879;0.9047619048;732011;63;355829.47;file_eleitos;2011;0.2105263158;0.3591549296;0.2266988879;0.9047619048;1.7011420381;0.4252855095
BLAIRO MAGGI;111;MT;2010;BLAIRO MAGGI;PR;MASCULINO;1112015;2015;0.3933649289;0.3267973856;0.3208326755;0.9291338583;1112015;62;154411.42;file_eleitos;2015;0.3933649289;0.3267973856;0.3208326755;0.9291338583;1.9701288483;0.4925322121
BLAIRO MAGGI;111;MT;2010;BLAIRO MAGGI;PR;MASCULINO;1112014;2014;0.0671378092;0.4202898551;0.3208326755;0.8378378378;1112014;62;71008.47;file_eleitos;2014;0.0671378092;0.4202898551;0.3208326755;0.8378378378;1.6460981776;0.4115245444
BLAIRO MAGGI;111;MT;2010;BLAIRO MAGGI;PR;MASCULINO;1112011;2011;0.2255639098;0.2957746479;0.3208326755;0.8650793651;1112011;62;147846.28;file_eleitos;2011;0.2255639098;0.2957746479;0.3208326755;0.8650793651;1.7072505983;0.4268126496
BLAIRO MAGGI;111;MT;2010;BLAIRO MAGGI;PR;MASCULINO;1112016;2016;0.0919117647;0.0545454545;0.3208326755;0.96875;1112016;62;108393.18;file_eleitos;2016;0.0919117647;0.0545454545;0.3208326755;0.96875;1.4360398948;0.3590099737
BLAIRO MAGGI;111;MT;2010;BLAIRO MAGGI;PR;MASCULINO;1112012;2012;0.2433460076;0.1610738255;0.3208326755;0.8666666667;1112012;62;135990.85;file_eleitos;2012;0.2433460076;0.1610738255;0.3208326755;0.8666666667;1.5919191753;0.3979797938
BLAIRO MAGGI;111;MT;2010;BLAIRO MAGGI;PR;MASCULINO;1112013;2013;0.25;0.1965811966;0.3208326755;0.781512605;1112013;62;216752.81;file_eleitos;2013;0.25;0.1965811966;0.3208326755;0.781512605;1.5489264772;0.3872316193
AECIO NEVES;391;MG;2010;AECIO NEVES;PSDB;MASCULINO;3912015;2015;0.2322274882;0.0130718954;0.3582170082;0.8976377953;3912015;58;268011.78;file_eleitos;2015;0.2322274882;0.0130718954;0.3582170082;0.8976377953;1.501154187;0.3752885468
AECIO NEVES;391;MG;2010;AECIO NEVES;PSDB;MASCULINO;3912011;2011;0.1729323308;0.1408450704;0.3582170082;0.7936507937;3912011;58;180990.41;file_eleitos;2011;0.1729323308;0.1408450704;0.3582170082;0.7936507937;1.4656452031;0.3664113008
AECIO NEVES;391;MG;2010;AECIO NEVES;PSDB;MASCULINO;3912014;2014;0.074204947;0.0144927536;0.3582170082;0.837398374;3912014;58;214075.14;file_eleitos;2014;0.074204947;0.0144927536;0.3582170082;0.837398374;1.2843130828;0.3210782707
AECIO NEVES;391;MG;2010;AECIO NEVES;PSDB;MASCULINO;3912012;2012;0.2205323194;0.0872483221;0.3582170082;0.8412698413;3912012;58;252715.42;file_eleitos;2012;0.2205323194;0.0872483221;0.3582170082;0.8412698413;1.507267491;0.3768168727
AECIO NEVES;391;MG;2010;AECIO NEVES;PSDB;MASCULINO;3912013;2013;0.3506944444;0;0.3582170082;0.8739495798;3912013;58;285341.44;file_eleitos;2013;0.3506944444;0;0.3582170082;0.8739495798;1.5828610325;0.3957152581
AECIO NEVES;391;MG;2010;AECIO NEVES;PSDB;MASCULINO;3912016;2016;0.1764705882;0;0.3582170082;0.9120879121;3912016;58;295335.85;file_eleitos;2016;0.1764705882;0;0.3582170082;0.9120879121;1.4467755085;0.3616938771
AECIO NEVES;391;MG;2010;AECIO NEVES;PSDB;MASCULINO;3912017;2017;0.0333333333;0.0517241379;0.3582170082;0.8979591837;3912017;58;213285.69;file_eleitos;2017;0.0333333333;0.0517241379;0.3582170082;0.8979591837;1.3412336631;0.3353084158
VANESSA GRAZZIOTIN;558;AM;2010;VANESSA GRAZZIOTIN;PC DO B;FEMININO;5582014;2014;1;0.5652173913;0.1655964371;0.8790322581;5582014;57;487593.41;file_eleitos;2014;1;0.5652173913;0.1655964371;0.8790322581;2.6098460864;0.6524615216
VANESSA GRAZZIOTIN;558;AM;2010;VANESSA GRAZZIOTIN;PC DO B;FEMININO;5582012;2012;1;0.2416107383;0.1655964371;0.873015873;5582012;57;399513.35;file_eleitos;2012;1;0.2416107383;0.1655964371;0.873015873;2.2802230483;0.5700557621
VANESSA GRAZZIOTIN;558;AM;2010;VANESSA GRAZZIOTIN;PC DO B;FEMININO;5582016;2016;0.6102941176;0.2363636364;0.1655964371;0.9340659341;5582016;57;477079.76;file_eleitos;2016;0.6102941176;0.2363636364;0.1655964371;0.9340659341;1.9463201251;0.4865800313
VANESSA GRAZZIOTIN;558;AM;2010;VANESSA GRAZZIOTIN;PC DO B;FEMININO;5582013;2013;1;0.4358974359;0.1655964371;0.9243697479;5582013;57;515969.34;file_eleitos;2013;1;0.4358974359;0.1655964371;0.9243697479;2.5258636209;0.6314659052
VANESSA GRAZZIOTIN;558;AM;2010;VANESSA GRAZZIOTIN;PC DO B;FEMININO;5582017;2017;0.725;0.3793103448;0.1655964371;0.9230769231;5582017;57;503429.09;file_eleitos;2017;0.725;0.3793103448;0.1655964371;0.9230769231;2.192983705;0.5482459262
VANESSA GRAZZIOTIN;558;AM;2010;VANESSA GRAZZIOTIN;PC DO B;FEMININO;5582015;2015;0.7061611374;0.1699346405;0.1655964371;0.9212598425;5582015;57;515107.17;file_eleitos;2015;0.7061611374;0.1699346405;0.1655964371;0.9212598425;1.9629520575;0.4907380144
VANESSA GRAZZIOTIN;558;AM;2010;VANESSA GRAZZIOTIN;PC DO B;FEMININO;5582011;2011;1;0.2816901408;0.1655964371;0.8412698413;5582011;57;383584.68;file_eleitos;2011;1;0.2816901408;0.1655964371;0.8412698413;2.2885564192;0.5721391048
WALTER PINHEIRO;604;BA;2010;WALTER PINHEIRO;PT;MASCULINO;6042012;2012;0.2927756654;0.5570469799;0.2366291858;0.9444444444;6042012;59;247767.63;file_eleitos;2012;0.2927756654;0.5570469799;0.2366291858;0.9444444444;2.0308962755;0.5077240689
WALTER PINHEIRO;604;BA;2010;WALTER PINHEIRO;PT;MASCULINO;6042015;2015;0.327014218;0.4836601307;0.2366291858;0.9262295082;6042015;59;175530.91;file_eleitos;2015;0.327014218;0.4836601307;0.2366291858;0.9262295082;1.9735330427;0.4933832607
WALTER PINHEIRO;604;BA;2010;WALTER PINHEIRO;PT;MASCULINO;6042013;2013;0.2118055556;0.7606837607;0.2366291858;0.9411764706;6042013;59;233187.38;file_eleitos;2013;0.2118055556;0.7606837607;0.2366291858;0.9411764706;2.1502949726;0.5375737432
WALTER PINHEIRO;604;BA;2010;WALTER PINHEIRO;PT;MASCULINO;6042014;2014;0.183745583;0.5072463768;0.2366291858;0.9421487603;6042014;59;166183.39;file_eleitos;2014;0.183745583;0.5072463768;0.2366291858;0.9421487603;1.869769906;0.4674424765
WALTER PINHEIRO;604;BA;2010;WALTER PINHEIRO;PT;MASCULINO;6042016;2016;0.1029411765;0.0363636364;0.2366291858;1;6042016;59;78455.02;file_eleitos;2016;0.1029411765;0.0363636364;0.2366291858;1;1.3759339986;0.3439834997
WALTER PINHEIRO;604;BA;2010;WALTER PINHEIRO;PT;MASCULINO;6042011;2011;0.3308270677;0.5633802817;0.2366291858;0.9411764706;6042011;59;190093.04;file_eleitos;2011;0.3308270677;0.5633802817;0.2366291858;0.9411764706;2.0720130057;0.5180032514
EUNICIO OLIVEIRA;612;CE;2010;EUNICIO OLIVEIRA;PMDB;MASCULINO;6122013;2013;0.1770833333;0.1196581197;0.2980815834;0.9495798319;6122013;;0;file_eleitos;2013;0.1770833333;0.1196581197;0.2980815834;0.9495798319;1.5444028683;0.3861007171
EUNICIO OLIVEIRA;612;CE;2010;EUNICIO OLIVEIRA;PMDB;MASCULINO;6122016;2016;0.0955882353;0.0545454545;0.2980815834;0.989010989;6122016;;0;file_eleitos;2016;0.0955882353;0.0545454545;0.2980815834;0.989010989;1.4372262623;0.3593065656
EUNICIO OLIVEIRA;612;CE;2010;EUNICIO OLIVEIRA;PMDB;MASCULINO;6122017;2017;0.0222222222;0;0.2980815834;0.9538461538;6122017;;0;file_eleitos;2017;0.0222222222;0;0.2980815834;0.9538461538;1.2741499595;0.3185374899
EUNICIO OLIVEIRA;612;CE;2010;EUNICIO OLIVEIRA;PMDB;MASCULINO;6122014;2014;0.0565371025;0.2028985507;0.2980815834;0.9677419355;6122014;;0;file_eleitos;2014;0.0565371025;0.2028985507;0.2980815834;0.9677419355;1.5252591721;0.381314793
EUNICIO OLIVEIRA;612;CE;2010;EUNICIO OLIVEIRA;PMDB;MASCULINO;6122015;2015;0.1469194313;0.1437908497;0.2980815834;0.9842519685;6122015;;0;file_eleitos;2015;0.1469194313;0.1437908497;0.2980815834;0.9842519685;1.5730438329;0.3932609582
EUNICIO OLIVEIRA;612;CE;2010;EUNICIO OLIVEIRA;PMDB;MASCULINO;6122011;2011;0.2067669173;0.2887323944;0.2980815834;0.9841269841;6122011;;0;file_eleitos;2011;0.2067669173;0.2887323944;0.2980815834;0.9841269841;1.7777078792;0.4444269698
